Image Filename,coordinates,Term,Encoded-Term
Image_3565.jpeg,"1601,468,2055,776,",Viola da gamba (3604),98
Image_3934.jpg,"363,479,386,505,",Psaltery (3677),70
Image_3578.jpeg,"600,492,641,531,",Percussion instruments (2370),65
Image_433.jpg,"531,572,719,718,",Fiddle (3142),34
Image_3578.jpeg,"348,473,405,554,",Double bass  (3111),24
Image_1811.jpg,"868,1034,1057,1157,",End-blown trumpet (6556),33
Image_658.jpg,"1286,1871,1466,2066,",Keyboard instruments (2230),49
Image_5497.jpg,"1675,1088,1829,1307,",Shawm (4258),74
Image_2334.jpg,"244,635,353,860,",Shawm (4258),74
Image_1566.jpg,"633,64,762,171,",Lute (3394),54
Image_5134.jpg,"565,1467,1100,1769,",Violoncello (3582),100
Image_4794.jpeg,"184,114,222,151,",Aulos (4173),1
Image_3493.JPEG,"674,324,782,427,",Tenor viol (3591),83
Image_3565.jpeg,"491,32,819,145,",Trumpet  (4446),89
Image_5384.jpeg,"98,290,290,810,",Kettledrum (2887),48
Image_377.jpg,"483,440,549,582,",Side drum (2729),75
Image_3012.jpg,"104,186,162,223,",Frame drum (2598),37
Image_5021.jpg,"826,1574,1550,2790,",Harp (3285),42
Image_158.jpeg,"238,192,316,280,",Hurdy-gurdy (3305),46
Image_1493.jpg,"298,1684,596,1880,",Shawm (4258),74
Image_2264.jpg,"87,146,114,198,",Bass drum  (2506),6
Image_4112.jpg,"814,115,1187,978,",Portative organ (2267),68
Image_8.jpeg,"353,210,426,315,",Violoncello (3582),100
Image_5500.jpeg,"1232,541,1306,822,",Lute (3394),54
Image_486.jpeg,"244,88,293,129,",Lute (3394),54
Image_828.jpg,"2653,873,3619,917,",Harp (3285),42
Image_3297.jpg,"775,868,2013,1438,",Guitar (3237),40
Image_564.jpg,"649,518,966,960,",Harp (3285),42
Image_1354.jpeg,"501,85,589,225,",Trumpet  (4446),89
Image_660.jpg,"2293,3340,2643,3895,",Fiddle (3142),34
Image_45.png,"190,287,240,301,",Recorder (4039),72
Image_2354.jpg,"2337,2194,2483,2317,",Flute (3955),36
Image_678.jpg,"514,290,609,323,",Transverse flute (4093),85
Image_5491.jpg,"1308,491,1478,655,",Portative organ (2267),68
Image_5334.jpeg,"300,177,353,251,",Violin (3573),99
Image_246.jpg,"3554,1900,3751,2132,",Harp (3285),42
Image_5629.jpeg,"1092,625,1256,756,",Lira da braccio (3181),52
Image_4798.jpg,"1455,1200,1629,1418,",Portative organ (2267),68
Image_3631.jpg,"341,1409,537,1881,",End-blown trumpet (6556),33
Image_2911.jpg,"1687,796,5390,3550,",Harp (3285),42
Image_2411.jpg,"1377,615,1616,1098,",Harp (3285),42
Image_3329.jpg,"503,37,562,184,",Grand pianoforte (2284),39
Image_2783.jpg,"670,337,1227,1624,",Cornett (3868),19
Image_119.jpeg,"671,22,851,439,",Lirone (3183),53
Image_1988.jpg,"1053,2431,1809,2849,",Citole (3335),12
Image_2641.jpg,"246,198,280,227,",Barrel drum (2504),5
Image_3619.jpg,"565,-49,1192,1366,",Positive organ (2268),69
Image_2413.jpg,"2023,2128,2645,2408,",Dulcian (3806),29
Image_1687.jpg,"1758,452,1985,675,",Hurdy-gurdy (3305),46
Image_4543.jpg,"249,144,326,183,",Harp (3285),42
Image_3811.jpg,"153,1392,511,1537,",Lute (3394),54
Image_3788.jpg,"1959,1766,2108,1931,",Cornett (3868),19
Image_4621.jpg,"1565,486,1565,486,",Harp (3285),42
Image_5728.jpg,"1834,1416,2087,1508,",Bagpipe (3746),2
Image_3934.jpg,"608,532,608,532,",Carillon  (2387),10
Image_1003.jpg,"2409,694,2762,1180,",Fiddle (3142),34
Image_2081.jpg,"210,652,1027,1837,",Positive organ (2268),69
Image_56.jpg,"153,1083,703,87,",Violin (3573),99
Image_3968.jpg,"1719,2756,2126,2999,",Lute (3394),54
Image_115.jpg,"717,1836,762,1872,",Transverse flute (4093),85
Image_4798.jpg,"3099,628,3232,774,",Tambourine (2746),81
Image_5101.jpg,"984,1016,1265,1201,",Flute (3955),36
Image_4497.jpg,"1365,622,1672,738,",Fiddle (3142),34
Image_1220.jpg,"533,743,685,834,",Side drum (2729),75
Image_3560.jpg,"109,1098,869,1348,",Side drum (2729),75
Image_421.jpg,"89,141,114,201,",Violin (3573),99
Image_4599.jpg,"2075,392,2548,736,",Wind instruments (3730),104
Image_5405.jpg,"1410,45,2525,778,",Violin (3573),99
Image_2132.jpg,"628,1029,805,1207,",Lute (3394),54
Image_402.jpg,"457,770,581,1218,",Vihuela  (3252),94
Image_2935.jpg,"456,1947,772,2116,",Fiddle (3142),34
Image_2223.jpeg,"132,549,473,899,",Lute (3394),54
Image_2333.jpeg,"1835,1702,2201,1825,",Organ (2266),62
Image_2472.jpg,"4747,2103,4747,2103,",Hurdy-gurdy (3305),46
Image_262.jpg,"208,78,257,182,",Bagpipe (3746),2
Image_658.jpg,"698,582,892,669,",End-blown trumpet (6556),33
Image_410.jpg,"517,907,1127,1857,",Lute (3394),54
Image_5171.png,"265,453,246,486,",Violin (3573),99
Image_5698.jpeg,"304,188,457,259,",Gittern (3365),38
Image_2264.jpg,"91,193,115,246,",Trombone (4369),88
Image_4874.jpg,"209,704,448,810,",Violin (3573),99
Image_2075.jpeg,"597,14,802,245,",Harp (3285),42
Image_2471.jpg,"576,89,827,559,",Harp (3285),42
Image_3756.jpg,"2205,1831,2321,1943,",Shawm (4258),74
Image_4503.jpeg,"24,301,52,362,",Violin (3573),99
Image_5056.jpg,"157,1549,187,1621,",Violin (3573),99
Image_3700.jpg,"93,233,144,245,",End-blown trumpet (6556),33
Image_3198.jpeg,"408,583,433,610,",Drum (2585),27
Image_4434.jpg,"243,298,376,353,",Wind instruments (3730),104
Image_3493.JPEG,"209,715,275,965,",Side drum (2729),75
Image_4889.jpeg,"125,426,236,523,",Tambourine (2746),81
Image_3306.jpg,"333,474,586,614,",Lute (3394),54
Image_619.jpg,"3185,124,3784,1023,",Bagpipe (3746),2
Image_4184.jpg,"2732,1104,2980,1274,",End-blown trumpet (6556),33
Image_2361.jpeg,"109,185,155,224,",Bagpipe (3746),2
Image_5491.jpg,"1133,584,1307,720,",Bell (2381),8
Image_3082.png,"405,382,475,449,",Violin (3573),99
Image_186.jpg,"927,1898,1169,2269,",Violin (3573),99
Image_134.jpeg,"424,39,456,95,",Recorder (4039),72
Image_2139.jpg,"548,127,609,265,",Violin (3573),99
Image_2549.jpg,"1325,2537,1585,2694,",Fiddle (3142),34
Image_140.jpg,"190,518,253,577,",Bagpipe (3746),2
Image_3198.jpeg,"134,594,167,616,",Gittern (3365),38
Image_3743.jpg,"774,808,1142,931,",Tambourine (2746),81
Image_3468.jpg,"2015,487,2406,839,",Organ (2266),62
Image_5641.jpeg,"18,196,87,291,",Violin (3573),99
Image_3598.jpeg,"70,103,574,423,",Theorbo (3473),84
Image_3904.jpeg,"307,146,361,225,",Bagpipe (3746),2
Image_306.jpg,"3143,1270,3848,1518,",Flute (3955),36
Image_5752.jpg,"600,286,628,360,",Shawm (4258),74
Image_2025.jpg,"238,1076,625,1346,",Lute (3394),54
Image_223.jpg,"29,140,134,191,",Lute (3394),54
Image_4672.jpg,"765,2221,1531,2680,",Horn (4118),44
Image_3115.jpg,"1888,3004,2365,3419,",Gittern (3365),38
Image_2585.jpeg,"2661,1571,2745,1677,",Viola d'amore (3608),97
Image_1310.jpeg,"579,370,832,467,",Natural horn (4126),58
Image_4509.jpg,"42,135,113,189,",Upright pianoforte (2311),92
Image_4290.jpeg,"238,345,390,730,",Bagpipe (3746),2
Image_4096.jpg,"429,642,653,769,",Bagpipe (3746),2
Image_658.jpg,"1209,628,1416,708,",Sackbut  (4364),73
Image_4798.jpg,"1455,1200,1629,1418,",Cittern (3106),13
Image_5752.jpg,"539,349,557,360,",Violin (3573),99
Image_3247.jpeg,"168,611,221,718,",Tambourine (2746),81
Image_2513.jpeg,"496,332,985,505,",Harpsichord (2251),43
Image_3347.jpg,"1411,892,1487,1013,",Cornett (3868),19
Image_2354.jpg,"1299,1912,1387,1974,",Wind instruments (3730),104
Image_2746.png,"453,435,591,682,",Lyre (3501),55
Image_3736.jpg,"1831,1142,2050,1419,",Portative organ (2267),68
Image_4798.jpg,"1560,806,2527,903,",Cymbals (2451),23
Image_4077.png,"513,174,542,209,",Panpipe (4024),64
Image_1521.jpg,"688,183,760,335,",Drum (2585),27
Image_5151.jpeg,"216,259,376,413,",Accordion (3732),0
Image_2404.jpg,"1760,1106,1805,1145,",Shawm (4258),74
Image_4726.jpg,"1208,612,1812,1345,",Lyre (3501),55
Image_1509.jpg,"1539,628,3005,2107,",Psaltery (3677),70
Image_334.jpg,"329,262,361,295,",Accordion (3732),0
Image_1226.jpg,"1248,1148,1502,1602,",Fiddle (3142),34
Image_3565.jpeg,"499,1136,535,1181,",Drum (2585),27
Image_2603.jpg,"-3,110,357,1028,",Portative organ (2267),68
Image_2404.jpg,"1974,1087,2033,1130,",Horn (4118),44
Image_246.jpg,"2777,2422,2990,2713,",Harp (3285),42
Image_3934.jpg,"440,672,440,672,",Harp (3285),42
Image_3247.jpeg,"581,1111,712,1198,",Tambourine (2746),81
Image_2599.jpg,"2137,1559,2454,2295,",Rebec  (3202),71
Image_5767.jpeg,"1014,616,1145,710,",Violin (3573),99
Image_3243.jpg,"1682,1799,2106,2125,",Positive organ (2268),69
Image_3493.JPEG,"914,714,909,874,",Hurdy-gurdy (3305),46
Image_3565.jpeg,"823,1563,890,1607,",Harpsichord (2251),43
Image_3486.jpg,"3659,1149,3877,1444,",Psaltery (3677),70
Image_2265.jpg,"2853,1410,3220,1814,",Harp (3285),42
Image_5754.jpg,"2108,3464,2694,3925,",Lute (3394),54
Image_3578.jpeg,"644,502,671,534,",Kettledrum (2887),48
Image_517.jpg,"402,386,490,421,",Transverse flute (4093),85
Image_486.jpeg,"244,88,293,129,",Virginal (2257),102
Image_1201.jpg,"419,332,502,548,",Harp (3285),42
Image_4675.jpeg,"140,499,261,722,",Positive organ (2268),69
Image_4997.jpg,"6,931,531,1198,",Harp (3285),42
Image_4786.jpg,"3033,986,3177,1365,",Natural horn (4126),58
Image_4358.jpg,"204,526,355,638,",Panpipe (4024),64
Image_3578.jpeg,"275,475,317,536,",Pianoforte (2299),66
Image_3036.jpg,"3829,1877,4383,2163,",Lira da braccio (3181),52
Image_4573.jpeg,"238,243,276,303,",Kithara (4940),51
Image_2714.jpg,"3144,504,3455,779,",Bagpipe (3746),2
Image_4.jpg,"629,1507,776,1609,",Citole (3335),12
Image_4714.jpg,"1625,1109,1696,1186,",Triangle (3005),87
Image_1229.jpg,"4464,1536,4738,1819,",Rebec  (3202),71
Image_3292.jpg,"1818,613,1982,1045,",Harp (3285),42
Image_3493.JPEG,"872,843,944,979,",Side drum (2729),75
Image_4675.jpeg,"807,1164,899,1274,",Cornett (3868),19
Image_3410.jpg,"1109,281,1555,544,",Portative organ (2267),68
Image_2147.jpg,"620,333,657,370,",Lute (3394),54
Image_673.jpg,"1115,177,1490,529,",Viola da gamba (3604),98
Image_3934.jpg,"466,453,507,465,",Portative organ (2267),68
Image_2815.jpg,"1336,1328,1656,1805,",Flute (3955),36
Image_1922.jpg,"640,362,1082,682,",Lute (3394),54
Image_3493.JPEG,"599,1200,778,1334,",Side drum (2729),75
Image_5510.png,"604,623,630,667,",Lute (3394),54
Image_4035.jpg,"361,2534,1201,3206,",Theorbo (3473),84
Image_2943.jpg,"3962,989,4089,1153,",Rebec  (3202),71
Image_2621.jpg,"1869,811,2117,1542,",Portative organ (2267),68
Image_3159.jpg,"98,69,145,108,",Percussion instruments (2370),65
Image_1813.jpg,"286,1404,378,1564,",Fiddle (3142),34
Image_1319.jpg,"874,1575,406,2250,",Tambourine (2746),81
Image_275.jpeg,"246,247,455,392,",Guitar (3237),40
Image_3238.jpg,"887,1361,1062,1669,",Dulcimer (3644),30
Image_1511.jpeg,"163,207,200,261,",Violin (3573),99
Image_3565.jpeg,"866,1574,946,1603,",Harp (3285),42
Image_4590.jpeg,"243,154,295,198,",End-blown trumpet (6556),33
Image_4798.jpg,"621,777,792,903,",End-blown trumpet (6556),33
Image_233.jpeg,"21,151,320,280,",Hurdy-gurdy (3305),46
Image_233.jpeg,"5,304,268,663,",Flute (3955),36
Image_1316.jpg,"400,242,531,391,",Guitar (3237),40
Image_3549.jpeg,"1207,2434,1629,2635,",Lute (3394),54
Image_4167.jpg,"1905,2921,2314,3186,",Rebec  (3202),71
Image_2404.jpg,"2694,854,2778,893,",Bassoon  (3795),7
Image_5617.jpg,"192,1667,263,1842,",Shawm (4258),74
Image_1580.jpeg,"109,212,830,745,",Flute (3955),36
Image_1672.jpg,"191,797,336,1000,",End-blown horn  (5177),32
Image_709.jpg,"313,357,341,383,",Cymbals (2451),23
Image_1180.jpg,"1672,123,1838,228,",Bladder pipe (3748),9
Image_4368.jpg,"39,44,107,159,",Kit (3571),50
Image_3403.jpg,"2059,341,2148,415,",End-blown trumpet (6556),33
Image_4024.jpg,"474,1049,1369,1968,",Bagpipe (3746),2
Image_4161.jpg,"1571,325,1855,724,",End-blown trumpet (6556),33
Image_4735.jpg,"1875,3488,1995,3627,",Portative organ (2267),68
Image_5340.jpeg,"299,41,332,107,",Horn (4118),44
Image_1832.jpg,"1592,271,1900,434,",Positive organ (2268),69
Image_5723.jpeg,"436,245,560,487,",Fiddle (3142),34
Image_5198.jpg,"1591,2974,1640,3033,",Wind instruments (3730),104
Image_4121.jpg,"997,217,1343,1027,",Lute (3394),54
Image_1420.jpg,"594,147,1631,1402,",Violin (3573),99
Image_3923.jpg,"502,1506,502,1506,",Lute (3394),54
Image_3075.jpg,"1060,1596,1395,1926,",Frame drum (2598),37
Image_4798.jpg,"1282,1572,1461,1871,",Cymbals (2451),23
Image_2404.jpg,"2329,1150,2378,1190,",Double bass  (3111),24
Image_5477.png,"356,198,392,228,",Harpsichord (2251),43
Image_4714.jpg,"394,1029,441,1119,",Side drum (2729),75
Image_2370.jpg,"1480,1873,1668,2086,",End-blown trumpet (6556),33
Image_5220.jpg,"452,556,616,687,",Lyre (3501),55
Image_2911.jpg,"1687,796,5390,3550,",Violin (3573),99
Image_4661.jpg,"735,2835,1124,3405,",Bagpipe (3746),2
Image_2753.jpg,"575,121,634,204,",Violoncello (3582),100
Image_4688.jpg,"1114,536,1672,682,",Transverse flute (4093),85
Image_2274.jpg,"1590,2864,1702,2963,",Portative organ (2267),68
Image_669.jpeg,"316,168,379,303,",Oboe (4232),60
Image_3578.jpeg,"95,476,124,512,",Violoncello (3582),100
Image_637.jpg,"1828,1271,2115,1234,",Harp (3285),42
Image_5459.jpg,"712,423,873,650,",Cylindrical drum (2532),22
Image_5491.jpg,"1968,140,2081,292,",Shawm (4258),74
Image_4587.jpg,"635,378,909,858,",Transverse flute (4093),85
Image_2112.jpg,"823,1139,960,1224,",Tambourine (2746),81
Image_4085.jpg,"38,253,167,423,",Lute (3394),54
Image_3565.jpeg,"499,1136,535,1181,",Trumpet  (4446),89
Image_1880.jpg,"362,442,401,536,",Cittern (3106),13
Image_4242.jpg,"985,1120,912,1407,",Violin (3573),99
Image_3620.png,"426,146,465,180,",Lyre (3501),55
Image_2883.jpeg,"173,242,416,476,",Violin (3573),99
Image_5587.jpg,"1147,1917,1997,3287,",Harp (3285),42
Image_1342.jpg,"451,2535,758,2893,",Dulcian (3806),29
Image_3557.jpg,"569,220,609,248,",Drum (2585),27
Image_5728.jpg,"1790,2576,2025,2676,",Lute (3394),54
Image_4503.jpeg,"20,258,46,292,",End-blown trumpet (6556),33
Image_5769.jpg,"891,579,1118,1252,",Dulcian (3806),29
Image_258.jpeg,"1341,232,1959,490,",Bagpipe (3746),2
Image_5477.png,"554,336,596,407,",Harpsichord (2251),43
Image_4405.jpg,"631,1651,732,1718,",Horn (4118),44
Image_4705.jpeg,"531,439,707,511,",Violoncello (3582),100
Image_2705.jpg,"1283,403,1851,1043,",Lute (3394),54
Image_2977.jpg,"1572,2030,1794,2257,",Harp (3285),42
Image_5510.png,"634,357,661,366,",Rebec  (3202),71
Image_5477.png,"451,186,451,186,",Harp (3285),42
Image_2075.jpeg,"167,116,299,340,",Organ (2266),62
Image_2329.jpg,"286,1068,387,1129,",Dulcimer (3644),30
Image_220.jpg,"194,384,229,439,",Horn (4118),44
Image_4798.jpg,"1959,757,2870,842,",Side drum (2729),75
Image_5111.jpg,"2968,790,3635,1414,",Spinet (2256),77
Image_3493.JPEG,"855,549,919,730,",Harp (3285),42
Image_5367.jpg,"921,406,1204,633,",Lute (3394),54
Image_4894.jpg,"718,1224,1351,1819,",Horn (4118),44
Image_3533.jpg,"1257,2269,1563,3113,",Side drum (2729),75
Image_5477.png,"451,186,451,186,",Transverse flute (4093),85
Image_3271.jpg,"267,76,316,112,",Positive organ (2268),69
Image_3238.jpg,"430,1100,950,1389,",Bagpipe (3746),2
Image_2641.jpg,"326,79,432,148,",Percussion instruments (2370),65
Image_1871.jpg,"444,202,480,252,",Wind instruments (3730),104
Image_334.jpg,"354,229,392,258,",Banjo  (3226),3
Image_2404.jpg,"1709,1107,1751,1146,",Wind instruments (3730),104
Image_583.jpg,"1194,1449,1245,1481,",Trumpet  (4446),89
Image_3115.jpg,"619,3088,919,3400,",Flute (3955),36
Image_2576.jpg,"280,701,484,825,",Lute (3394),54
Image_1511.jpeg,"311,174,356,221,",Lute (3394),54
Image_5728.jpg,"1834,1416,2087,1508,",Trumpet  (4446),89
Image_1247.jpg,"154,86,218,154,",Drum (2585),27
Image_1901.jpg,"1575,470,1655,522,",Vihuela  (3252),94
Image_4222.jpg,"1142,1125,1051,1621,",Frame drum (2598),37
Image_4005.jpg,"184,319,217,367,",Psaltery (3677),70
Image_1649.jpg,"3232,338,3824,2033,",Lute (3394),54
Image_2404.jpg,"1725,981,1805,1070,",Trumpet  (4446),89
Image_2251.jpg,"374,318,434,416,",Wind instruments (3730),104
Image_2505.jpg,"854,750,1319,1237,",Psaltery (3677),70
Image_4554.jpg,"4784,4361,5085,4559,",Trumpet  (4446),89
Image_2017.jpeg,"165,723,214,784,",Cylindrical drum (2532),22
Image_4355.jpg,"490,473,707,581,",Harp (3285),42
Image_4514.jpg,"1117,86,1322,465,",Wind instruments (3730),104
Image_4375.jpeg,"753,28,835,108,",Handbell (2404),41
Image_3578.jpeg,"461,478,542,515,",Tambourine (2746),81
Image_2773.jpg,"1749,994,2760,2406,",Harp (3285),42
Image_3565.jpeg,"499,1136,535,1181,",Lira da braccio (3181),52
Image_228.jpg,"282,98,303,132,",Lute (3394),54
Image_4339.jpg,"1736,3330,2072,3488,",Cornett (3868),19
Image_3493.JPEG,"196,1161,321,1281,",Cittern (3106),13
Image_3252.jpg,"517,3001,1551,3609,",Harp (3285),42
Image_2784.jpg,"1569,740,1698,856,",Organ (2266),62
Image_658.jpg,"976,432,1025,512,",Positive organ (2268),69
Image_3565.jpeg,"499,1136,535,1181,",Horn (4118),44
Image_421.jpg,"369,196,403,228,",Viola (3561),96
Image_5114.jpg,"2575,2834,3315,4527,",Cornett (3868),19
Image_169.jpg,"172,373,201,426,",Harpsichord (2251),43
Image_4590.jpeg,"214,161,255,174,",End-blown trumpet (6556),33
Image_647.jpg,"287,84,333,118,",Wind instruments (3730),104
Image_4714.jpg,"546,826,611,962,",Fiddle (3142),34
Image_5491.jpg,"1133,584,1307,720,",Lyre (3501),55
Image_2877.jpg,"3983,645,4332,923,",Bagpipe (3746),2
Image_21.jpg,"98,45,370,158,",Bagpipe (3746),2
Image_3359.jpg,"1834,1821,2022,1934,",Psaltery (3677),70
Image_3027.png,"468,140,660,427,",Panpipe (4024),64
Image_4161.jpg,"1606,856,1990,935,",Harp (3285),42
Image_5736.jpg,"106,197,2246,1537,",Fiddle (3142),34
Image_3179.php,"195,328,233,354,",Clavichord (2232),15
Image_2401.jpg,"4424,864,4624,1071,",Cornett (3868),19
Image_2575.jpeg,"434,298,483,313,",Wind instruments (3730),104
Image_715.jpg,"1184,1960,1364,2130,",Harp (3285),42
Image_2943.jpg,"3541,852,3703,1096,",Rebec  (3202),71
Image_861.jpg,"53,1141,765,1484,",End-blown trumpet (6556),33
Image_228.jpg,"595,68,616,94,",Hurdy-gurdy (3305),46
Image_2404.jpg,"1993,1035,2053,1077,",Wind instruments (3730),104
Image_628.jpg,"260,111,324,170,",Bass drum  (2506),6
Image_1933.jpg,"1351,1841,2034,2703,",End-blown horn  (5177),32
Image_2075.jpeg,"565,210,670,299,",Clavichord (2232),15
Image_5345.jpeg,"103,319,128,351,",Violin (3573),99
Image_3715.jpg,"174,28,385,198,",Rebec  (3202),71
Image_3115.jpg,"1877,2519,2461,2792,",Psaltery (3677),70
Image_1518.jpg,"2880,1325,3166,1598,",Lute (3394),54
Image_1495.jpg,"100,594,305,786,",Harp (3285),42
Image_1511.jpeg,"80,3,158,40,",Violoncello (3582),100
Image_2875.jpg,"864,909,950,1057,",Shawm (4258),74
Image_220.jpg,"74,397,123,452,",Bell (2381),8
Image_1868.jpg,"1422,1107,1504,1273,",Keyboard instruments (2230),49
Image_2223.jpeg,"25,420,401,675,",Harpsichord (2251),43
Image_1577.jpg,"1400,1945,2051,2744,",Harp (3285),42
Image_1849.jpg,"2055,1552,2334,2134,",Whistle  (4101),103
Image_1121.jpg,"245,279,275,301,",Harpsichord (2251),43
Image_4686.jpg,"458,690,1002,1796,",Lute (3394),54
Image_5750.jpg,"214,736,21,523,",Percussion instruments (2370),65
Image_4903.jpg,"79,43,317,183,",Lute (3394),54
Image_5061.jpg,"2271,489,2671,908,",Bagpipe (3746),2
Image_637.jpg,"2536,1650,2706,1591,",Nakers (2893),57
Image_2508.jpg,"97,734,172,832,",Fiddle (3142),34
Image_1382.jpg,"-34,17,2887,4458,",Organ (2266),62
Image_4326.jpg,"994,1444,1282,1843,",Harp (3285),42
Image_828.jpg,"2653,873,3619,917,",Rebec  (3202),71
Image_4345.png,"94,309,271,437,",Drum (2585),27
Image_2210.jpeg,"264,295,277,351,",Violin (3573),99
Image_448.jpeg,"331,640,421,737,",End-blown trumpet (6556),33
Image_1371.jpg,"66,1118,1644,4083,",Portative organ (2267),68
Image_5477.png,"356,415,382,460,",Violin (3573),99
Image_1648.jpg,"1243,1533,1565,2007,",Fiddle (3142),34
Image_5728.jpg,"4186,2903,4529,3279,",Transverse flute (4093),85
Image_424.jpeg,"140,15,208,105,",Guitar (3237),40
Image_4675.jpeg,"189,1144,264,1181,",Cittern (3106),13
Image_1178.png,"476,453,525,505,",Harp (3285),42
Image_715.jpg,"10,10,1705,2748,",Lute (3394),54
Image_3401.jpg,"946,1596,1754,2000,",Lute (3394),54
Image_2646.jpeg,"374,193,409,207,",End-blown trumpet (6556),33
Image_2223.jpeg,"84,347,513,516,",Lute (3394),54
Image_2976.jpg,"182,267,331,391,",Horn (4118),44
Image_4509.jpg,"17,260,75,320,",Lyre (3501),55
Image_2210.jpeg,"1,1,123,227,",Violoncello (3582),100
Image_3565.jpeg,"245,240,418,341,",Drum (2585),27
Image_4673.jpg,"1760,2572,1991,2874,",Natural trumpet (4419),59
Image_115.jpg,"786,1465,847,1560,",Transverse flute (4093),85
Image_1523.jpg,"1750,324,1897,392,",Wind instruments (3730),104
Image_5498.jpg,"42,2475,560,2843,",End-blown trumpet (6556),33
Image_4290.jpeg,"352,330,616,788,",Bassoon  (3795),7
Image_4875.jpg,"1802,1297,2426,2453,",Harp (3285),42
Image_4061.jpg,"644,1407,831,1615,",Harp (3285),42
Image_4242.jpg,"988,1010,977,1236,",Recorder (4039),72
Image_169.jpg,"160,204,180,254,",Lute (3394),54
Image_3027.png,"321,443,411,529,",Trumpet  (4446),89
Image_5606.jpg,"2014,2255,2703,2626,",Frame drum (2598),37
Image_939.jpg,"1704,726,1987,1050,",End-blown horn  (5177),32
Image_3968.jpg,"1719,2756,2126,2999,",Portative organ (2267),68
Image_188.jpg,"3145,684,3576,1738,",Flute (3955),36
Image_169.jpg,"108,203,130,255,",Lute (3394),54
Image_921.jpg,"1916,500,2722,1862,",Harpsichord (2251),43
Image_4651.jpg,"984,1801,1417,2204,",Horn (4118),44
Image_4126.jpg,"1223,1186,1469,1357,",Harp (3285),42
Image_233.jpeg,"1017,494,1119,1262,",Hurdy-gurdy (3305),46
Image_1440.jpg,"251,219,498,309,",Trumpet  (4446),89
Image_964.jpg,"1246,937,1509,1174,",Panpipe (4024),64
Image_418.jpg,"1470,1729,1810,1893,",Organistrum (3309),63
Image_273.jpeg,"131,217,169,254,",Mandolin (3510),56
Image_965.jpg,"486,831,653,1233,",Organ (2266),62
Image_282.jpeg,"137,304,189,342,",Trumpet  (4446),89
Image_4673.jpg,"1463,2586,1912,2820,",Violin (3573),99
Image_867.jpg,"684,2342,2166,2524,",End-blown trumpet (6556),33
Image_5339.jpeg,"212,171,263,216,",Aulos (4173),1
Image_898.jpg,"982,3017,657,3472,",Recorder (4039),72
Image_5497.jpg,"118,-47,3059,2004,",Lute (3394),54
Image_658.jpg,"875,407,973,470,",Lute (3394),54
Image_220.jpg,"279,361,320,408,",Lute (3394),54
Image_4467.jpg,"266,313,322,365,",Horn (4118),44
Image_5269.jpg,"79,16,162,101,",Violoncello (3582),100
Image_3493.JPEG,"861,735,949,846,",Harp (3285),42
Image_5325.tiff,"1605,2276,3739,3766,",Violin (3573),99
Image_3565.jpeg,"2298,326,2383,419,",Lira da braccio (3181),52
Image_1960.jpg,"5,1642,2003,2861,",Organ (2266),62
Image_3347.jpg,"922,578,1074,867,",Transverse flute (4093),85
Image_3291.jpeg,"35,32,271,156,",Transverse flute (4093),85
Image_2404.jpg,"2222,1050,2273,1089,",Trumpet  (4446),89
Image_2365.jpg,"230,90,335,136,",Barrel drum (2504),5
Image_336.jpg,"270,755,283,818,",Harp (3285),42
Image_4062.jpg,"2732,1967,2965,2092,",Transverse flute (4093),85
Image_2876.jpg,"835,2795,1054,2922,",Fiddle (3142),34
Image_2575.jpeg,"210,218,239,248,",Tambourine (2746),81
Image_169.jpg,"160,204,180,254,",Viola da gamba (3604),98
Image_1862.jpg,"2700,-25,3345,1436,",Lute (3394),54
Image_437.jpg,"3391,1782,3512,1839,",Carillon  (2387),10
Image_272.jpg,"1354,546,1424,623,",Psaltery (3677),70
Image_2404.jpg,"1805,1014,1850,1081,",Kettledrum (2887),48
Image_5068.jpeg,"459,317,814,602,",Flute (3955),36
Image_1349.jpg,"20,28,428,329,",Lute (3394),54
Image_1926.jpg,"837,2176,1439,3180,",Bladder pipe (3748),9
Image_270.jpeg,"413,535,629,773,",Harp (3285),42
Image_5491.jpg,"1344,1355,1260,1498,",Lyre (3501),55
Image_4292.jpg,"1112,3174,1757,4327,",Harp (3285),42
Image_4714.jpg,"394,1029,441,1119,",Harp (3285),42
Image_1813.jpg,"1040,1383,1105,1554,",Lute (3394),54
Image_5567.jpg,"1338,219,3191,4166,",Transverse flute (4093),85
Image_2769.jpg,"1241,1396,1340,1463,",Rebec  (3202),71
Image_1985.jpeg,"135,94,260,204,",Virginal (2257),102
Image_4329.jpg,"3701,920,3993,1405,",Harp (3285),42
Image_3578.jpeg,"95,476,124,512,",Kettledrum (2887),48
Image_3382.jpg,"1152,3018,1686,3212,",Harp (3285),42
Image_5103.jpg,"1063,2365,1148,2471,",Harp (3285),42
Image_4737.jpg,"1051,228,1533,1015,",Fiddle (3142),34
Image_3934.jpg,"437,531,437,531,",Hurdy-gurdy (3305),46
Image_5477.png,"451,186,451,186,",Kettledrum (2887),48
Image_5157.jpg,"4,51,137,401,",Double bass  (3111),24
Image_5133.jpg,"1822,1325,2323,1575,",Fiddle (3142),34
Image_5247.jpeg,"723,950,859,1082,",Harp (3285),42
Image_1885.jpeg,"206,191,345,296,",Violin (3573),99
Image_2062.jpeg,"657,374,832,522,",Tanbur (3466),82
