,Image Filename,coordinates,Term
13172,Image_3143.jpg,"2568,1501,2922,1703,",Trumpet  (4446)
13173,Image_3143.jpg,"2788,2003,3220,2001,",Bagpipe (3746)
13174,Image_3143.jpg,"2788,2003,3220,2001,",End-blown trumpet (6556)
13175,Image_3143.jpg,"2788,2003,3220,2001,",Trumpet  (4446)
13176,Image_3143.jpg,"3015,1750,3318,2131,",Bagpipe (3746)
13177,Image_3143.jpg,"3015,1750,3318,2131,",End-blown trumpet (6556)
13178,Image_3143.jpg,"3015,1750,3318,2131,",Trumpet  (4446)
13179,Image_3143.jpg,"2557,1842,3010,2250,",Bagpipe (3746)
13180,Image_3143.jpg,"2557,1842,3010,2250,",End-blown trumpet (6556)
13181,Image_3143.jpg,"2557,1842,3010,2250,",Trumpet  (4446)
13182,Image_2563.jpg,"955,1863,1209,2618,",Organ (2266)
13183,Image_740.jpg,"1823,1638,2269,2192,",Harp (3285)
13184,Image_5221.jpg,"434,534,1369,2902,",Harp (3285)
13185,Image_2798.jpg,"471,1981,803,2117,",Horn (4118)
13186,Image_2798.jpg,"471,1981,803,2117,",Harp (3285)
13187,Image_2798.jpg,"765,1356,1116,2013,",Horn (4118)
13188,Image_2798.jpg,"765,1356,1116,2013,",Harp (3285)
13189,Image_2614.jpg,"1786,2770,2482,3823,",Harp (3285)
13190,Image_3870.jpg,"281,519,768,1041,",Fiddle (3142)
13191,Image_4524.jpg,"934,684,1558,1350,",Portative organ (2267)
13192,Image_4980.jpg,"709,110,1692,2550,",Harp (3285)
13193,Image_1845.jpg,"615,494,904,579,",Duct flute (3932)
13194,Image_3215.jpg,"634,610,1125,1052,",Fiddle (3142)
13195,Image_3999.jpg,"715,316,1329,1381,",Harp (3285)
13196,Image_2339.jpg,"155,447,502,578,",Duct flute (3932)
13197,Image_145.jpg,"2833,2456,2913,2490,",Wind instruments (3730)
13198,Image_145.jpg,"2833,2456,2913,2490,",Fiddle (3142)
13199,Image_145.jpg,"2833,2456,2913,2490,",Portative organ (2267)
13200,Image_145.jpg,"2833,2456,2913,2490,",Harp (3285)
13201,Image_145.jpg,"1836,2439,1914,2483,",Wind instruments (3730)
13202,Image_145.jpg,"1836,2439,1914,2483,",Fiddle (3142)
13203,Image_145.jpg,"1836,2439,1914,2483,",Portative organ (2267)
13204,Image_145.jpg,"1836,2439,1914,2483,",Harp (3285)
13205,Image_145.jpg,"1233,2041,1365,2184,",Wind instruments (3730)
13206,Image_145.jpg,"1233,2041,1365,2184,",Fiddle (3142)
13207,Image_145.jpg,"1233,2041,1365,2184,",Portative organ (2267)
13208,Image_145.jpg,"1233,2041,1365,2184,",Harp (3285)
13209,Image_145.jpg,"3372,2052,3516,2200,",Wind instruments (3730)
13210,Image_145.jpg,"3372,2052,3516,2200,",Fiddle (3142)
13211,Image_145.jpg,"3372,2052,3516,2200,",Portative organ (2267)
13212,Image_145.jpg,"3372,2052,3516,2200,",Harp (3285)
13213,Image_145.jpg,"3845,1433,4021,1620,",Wind instruments (3730)
13214,Image_145.jpg,"3845,1433,4021,1620,",Fiddle (3142)
13215,Image_145.jpg,"3845,1433,4021,1620,",Portative organ (2267)
13216,Image_145.jpg,"3845,1433,4021,1620,",Harp (3285)
13217,Image_145.jpg,"947,1315,1065,1569,",Wind instruments (3730)
13218,Image_145.jpg,"947,1315,1065,1569,",Fiddle (3142)
13219,Image_145.jpg,"947,1315,1065,1569,",Portative organ (2267)
13220,Image_145.jpg,"947,1315,1065,1569,",Harp (3285)
13221,Image_544.jpg,"-8,10,305,706,",Harp (3285)
13222,Image_752.jpg,"101,-28,720,843,",Fiddle (3142)
13223,Image_983.jpg,"759,1303,2017,1621,",End-blown trumpet (6556)
13224,Image_826.jpg,"581,222,2898,5004,",Harp (3285)
13225,Image_1133.jpg,"471,911,974,1417,",Harp (3285)
13226,Image_4991.jpg,"291,1996,1277,2619,",Guitar (3237)
13227,Image_3043.jpg,"467,459,1427,1448,",Guitar (3237)
13228,Image_3178.jpg,"463,475,1427,1460,",Guitar (3237)
13229,Image_5700.jpg,"1899,3275,1994,3374,",Portative organ (2267)
13230,Image_5700.jpg,"1899,3275,1994,3374,",Fiddle (3142)
13231,Image_5700.jpg,"952,3524,1003,3584,",Portative organ (2267)
13232,Image_5700.jpg,"952,3524,1003,3584,",Fiddle (3142)
13233,Image_5226.jpg,"12,407,1760,2387,",Cornett (3868)
13234,Image_432.jpg,"2116,2865,2223,2966,",Fiddle (3142)
13235,Image_432.jpg,"2116,2865,2223,2966,",Portative organ (2267)
13236,Image_432.jpg,"2116,2865,2223,2966,",Harp (3285)
13237,Image_432.jpg,"2365,2504,2517,2643,",Fiddle (3142)
13238,Image_432.jpg,"2365,2504,2517,2643,",Portative organ (2267)
13239,Image_432.jpg,"2365,2504,2517,2643,",Harp (3285)
13240,Image_432.jpg,"780,2881,871,2969,",Fiddle (3142)
13241,Image_432.jpg,"780,2881,871,2969,",Portative organ (2267)
13242,Image_432.jpg,"780,2881,871,2969,",Harp (3285)
13243,Image_432.jpg,"593,2426,675,2596,",Fiddle (3142)
13244,Image_432.jpg,"593,2426,675,2596,",Portative organ (2267)
13245,Image_432.jpg,"593,2426,675,2596,",Harp (3285)
13246,Image_5476.jpg,"1788,1078,1788,1078,",Fiddle (3142)
13247,Image_5476.jpg,"1788,1078,1788,1078,",Duct flute (3932)
13248,Image_5476.jpg,"2826,2225,3331,2835,",Fiddle (3142)
13249,Image_5476.jpg,"2826,2225,3331,2835,",Duct flute (3932)
13250,Image_1009.jpg,"1090,1396,1522,2459,",Natural trumpet (4419)
13251,Image_1009.jpg,"1090,1396,1522,2459,",Dulcimer (3644)
13252,Image_1009.jpg,"2162,997,3016,1563,",Natural trumpet (4419)
13253,Image_1009.jpg,"2162,997,3016,1563,",Dulcimer (3644)
13254,Image_1018.jpg,"1803,593,1803,593,",Rebec  (3202)
13255,Image_1018.jpg,"1803,593,1803,593,",English guitar (3107)
13256,Image_1018.jpg,"1803,593,1803,593,",
13257,Image_590.jpg,"477,208,858,835,",Bagpipe (3746)
13258,Image_590.jpg,"477,208,858,835,",Lute (3394)
13259,Image_590.jpg,"477,208,858,835,",Duct flute (3932)
13260,Image_590.jpg,"477,208,858,835,",Rebec  (3202)
13261,Image_590.jpg,"477,208,858,835,",Harp (3285)
13262,Image_590.jpg,"477,208,858,835,",Natural trumpet (4419)
13263,Image_590.jpg,"477,208,858,835,",Dulcimer (3644)
13264,Image_590.jpg,"477,208,858,835,",Triangle (3005)
13265,Image_590.jpg,"2867,2396,3355,2575,",Bagpipe (3746)
13266,Image_590.jpg,"2867,2396,3355,2575,",Lute (3394)
13267,Image_590.jpg,"2867,2396,3355,2575,",Duct flute (3932)
13268,Image_590.jpg,"2867,2396,3355,2575,",Rebec  (3202)
13269,Image_590.jpg,"2867,2396,3355,2575,",Harp (3285)
13270,Image_590.jpg,"2867,2396,3355,2575,",Natural trumpet (4419)
13271,Image_590.jpg,"2867,2396,3355,2575,",Dulcimer (3644)
13272,Image_590.jpg,"2867,2396,3355,2575,",Triangle (3005)
13273,Image_590.jpg,"1473,2266,1751,2624,",Bagpipe (3746)
13274,Image_590.jpg,"1473,2266,1751,2624,",Lute (3394)
13275,Image_590.jpg,"1473,2266,1751,2624,",Duct flute (3932)
13276,Image_590.jpg,"1473,2266,1751,2624,",Rebec  (3202)
13277,Image_590.jpg,"1473,2266,1751,2624,",Harp (3285)
13278,Image_590.jpg,"1473,2266,1751,2624,",Natural trumpet (4419)
13279,Image_590.jpg,"1473,2266,1751,2624,",Dulcimer (3644)
13280,Image_590.jpg,"1473,2266,1751,2624,",Triangle (3005)
13281,Image_590.jpg,"858,1698,1304,1976,",Bagpipe (3746)
13282,Image_590.jpg,"858,1698,1304,1976,",Lute (3394)
13283,Image_590.jpg,"858,1698,1304,1976,",Duct flute (3932)
13284,Image_590.jpg,"858,1698,1304,1976,",Rebec  (3202)
13285,Image_590.jpg,"858,1698,1304,1976,",Harp (3285)
13286,Image_590.jpg,"858,1698,1304,1976,",Natural trumpet (4419)
13287,Image_590.jpg,"858,1698,1304,1976,",Dulcimer (3644)
13288,Image_590.jpg,"858,1698,1304,1976,",Triangle (3005)
13289,Image_590.jpg,"1276,501,1661,1252,",Bagpipe (3746)
13290,Image_590.jpg,"1276,501,1661,1252,",Lute (3394)
13291,Image_590.jpg,"1276,501,1661,1252,",Duct flute (3932)
13292,Image_590.jpg,"1276,501,1661,1252,",Rebec  (3202)
13293,Image_590.jpg,"1276,501,1661,1252,",Harp (3285)
13294,Image_590.jpg,"1276,501,1661,1252,",Natural trumpet (4419)
13295,Image_590.jpg,"1276,501,1661,1252,",Dulcimer (3644)
13296,Image_590.jpg,"1276,501,1661,1252,",Triangle (3005)
13297,Image_590.jpg,"3202,598,3545,1206,",Bagpipe (3746)
13298,Image_590.jpg,"3202,598,3545,1206,",Lute (3394)
13299,Image_590.jpg,"3202,598,3545,1206,",Duct flute (3932)
13300,Image_590.jpg,"3202,598,3545,1206,",Rebec  (3202)
13301,Image_590.jpg,"3202,598,3545,1206,",Harp (3285)
13302,Image_590.jpg,"3202,598,3545,1206,",Natural trumpet (4419)
13303,Image_590.jpg,"3202,598,3545,1206,",Dulcimer (3644)
13304,Image_590.jpg,"3202,598,3545,1206,",Triangle (3005)
13305,Image_590.jpg,"3823,366,4385,686,",Bagpipe (3746)
13306,Image_590.jpg,"3823,366,4385,686,",Lute (3394)
13307,Image_590.jpg,"3823,366,4385,686,",Duct flute (3932)
13308,Image_590.jpg,"3823,366,4385,686,",Rebec  (3202)
13309,Image_590.jpg,"3823,366,4385,686,",Harp (3285)
13310,Image_590.jpg,"3823,366,4385,686,",Natural trumpet (4419)
13311,Image_590.jpg,"3823,366,4385,686,",Dulcimer (3644)
13312,Image_590.jpg,"3823,366,4385,686,",Triangle (3005)
13313,Image_590.jpg,"3383,1568,3698,1930,",Bagpipe (3746)
13314,Image_590.jpg,"3383,1568,3698,1930,",Lute (3394)
13315,Image_590.jpg,"3383,1568,3698,1930,",Duct flute (3932)
13316,Image_590.jpg,"3383,1568,3698,1930,",Rebec  (3202)
13317,Image_590.jpg,"3383,1568,3698,1930,",Harp (3285)
13318,Image_590.jpg,"3383,1568,3698,1930,",Natural trumpet (4419)
13319,Image_590.jpg,"3383,1568,3698,1930,",Dulcimer (3644)
13320,Image_590.jpg,"3383,1568,3698,1930,",Triangle (3005)
13321,Image_5566.jpg,"1393,908,1796,1113,",Lute (3394)
13322,Image_1864.jpg,"1754,556,2218,1647,",Bagpipe (3746)
13323,Image_1864.jpg,"1754,556,2218,1647,",Harp (3285)
13324,Image_1864.jpg,"3044,1067,4023,2311,",Bagpipe (3746)
13325,Image_1864.jpg,"3044,1067,4023,2311,",Harp (3285)
13326,Image_4786.jpg,"980,1594,1236,1701,","Lute (3394), Dulcian (3806)"
13327,Image_4786.jpg,"980,1594,1236,1701,",Dulcian (3806)
13328,Image_4786.jpg,"980,1594,1236,1701,",Harp (3285)
13329,Image_4786.jpg,"980,1594,1236,1701,",Natural trumpet (4419)
13330,Image_4786.jpg,"980,1594,1236,1701,",Natural horn (4126)
13331,Image_4786.jpg,"980,1594,1236,1701,",Transverse flute (4093)
13332,Image_4786.jpg,"980,1594,1236,1701,",Violoncello (3582)
13333,Image_4786.jpg,"980,1594,1236,1701,",Shawm (4258)
13334,Image_4786.jpg,"980,1594,1236,1701,",Chamber organ (5769)
13335,Image_4786.jpg,"3033,986,3177,1365,","Lute (3394), Dulcian (3806)"
13336,Image_4786.jpg,"3033,986,3177,1365,",Dulcian (3806)
13337,Image_4786.jpg,"3033,986,3177,1365,",Harp (3285)
13338,Image_4786.jpg,"3033,986,3177,1365,",Natural trumpet (4419)
13339,Image_4786.jpg,"3033,986,3177,1365,",Natural horn (4126)
13340,Image_4786.jpg,"3033,986,3177,1365,",Transverse flute (4093)
13341,Image_4786.jpg,"3033,986,3177,1365,",Violoncello (3582)
13342,Image_4786.jpg,"3033,986,3177,1365,",Shawm (4258)
13343,Image_4786.jpg,"3033,986,3177,1365,",Chamber organ (5769)
13344,Image_4786.jpg,"3223,1222,3361,1601,","Lute (3394), Dulcian (3806)"
13345,Image_4786.jpg,"3223,1222,3361,1601,",Dulcian (3806)
13346,Image_4786.jpg,"3223,1222,3361,1601,",Harp (3285)
13347,Image_4786.jpg,"3223,1222,3361,1601,",Natural trumpet (4419)
13348,Image_4786.jpg,"3223,1222,3361,1601,",Natural horn (4126)
13349,Image_4786.jpg,"3223,1222,3361,1601,",Transverse flute (4093)
13350,Image_4786.jpg,"3223,1222,3361,1601,",Violoncello (3582)
13351,Image_4786.jpg,"3223,1222,3361,1601,",Shawm (4258)
13352,Image_4786.jpg,"3223,1222,3361,1601,",Chamber organ (5769)
13353,Image_4786.jpg,"2622,1164,2815,1279,","Lute (3394), Dulcian (3806)"
13354,Image_4786.jpg,"2622,1164,2815,1279,",Dulcian (3806)
13355,Image_4786.jpg,"2622,1164,2815,1279,",Harp (3285)
13356,Image_4786.jpg,"2622,1164,2815,1279,",Natural trumpet (4419)
13357,Image_4786.jpg,"2622,1164,2815,1279,",Natural horn (4126)
13358,Image_4786.jpg,"2622,1164,2815,1279,",Transverse flute (4093)
13359,Image_4786.jpg,"2622,1164,2815,1279,",Violoncello (3582)
13360,Image_4786.jpg,"2622,1164,2815,1279,",Shawm (4258)
13361,Image_4786.jpg,"2622,1164,2815,1279,",Chamber organ (5769)
13362,Image_4786.jpg,"2777,1004,2972,1205,","Lute (3394), Dulcian (3806)"
13363,Image_4786.jpg,"2777,1004,2972,1205,",Dulcian (3806)
13364,Image_4786.jpg,"2777,1004,2972,1205,",Harp (3285)
13365,Image_4786.jpg,"2777,1004,2972,1205,",Natural trumpet (4419)
13366,Image_4786.jpg,"2777,1004,2972,1205,",Natural horn (4126)
13367,Image_4786.jpg,"2777,1004,2972,1205,",Transverse flute (4093)
13368,Image_4786.jpg,"2777,1004,2972,1205,",Violoncello (3582)
13369,Image_4786.jpg,"2777,1004,2972,1205,",Shawm (4258)
13370,Image_4786.jpg,"2777,1004,2972,1205,",Chamber organ (5769)
13371,Image_4786.jpg,"1151,823,1344,1052,","Lute (3394), Dulcian (3806)"
13372,Image_4786.jpg,"1151,823,1344,1052,",Dulcian (3806)
13373,Image_4786.jpg,"1151,823,1344,1052,",Harp (3285)
13374,Image_4786.jpg,"1151,823,1344,1052,",Natural trumpet (4419)
13375,Image_4786.jpg,"1151,823,1344,1052,",Natural horn (4126)
13376,Image_4786.jpg,"1151,823,1344,1052,",Transverse flute (4093)
13377,Image_4786.jpg,"1151,823,1344,1052,",Violoncello (3582)
13378,Image_4786.jpg,"1151,823,1344,1052,",Shawm (4258)
13379,Image_4786.jpg,"1151,823,1344,1052,",Chamber organ (5769)
13380,Image_4786.jpg,"1087,1085,1379,1159,","Lute (3394), Dulcian (3806)"
13381,Image_4786.jpg,"1087,1085,1379,1159,",Dulcian (3806)
13382,Image_4786.jpg,"1087,1085,1379,1159,",Harp (3285)
13383,Image_4786.jpg,"1087,1085,1379,1159,",Natural trumpet (4419)
13384,Image_4786.jpg,"1087,1085,1379,1159,",Natural horn (4126)
13385,Image_4786.jpg,"1087,1085,1379,1159,",Transverse flute (4093)
13386,Image_4786.jpg,"1087,1085,1379,1159,",Violoncello (3582)
13387,Image_4786.jpg,"1087,1085,1379,1159,",Shawm (4258)
13388,Image_4786.jpg,"1087,1085,1379,1159,",Chamber organ (5769)
13389,Image_4786.jpg,"914,989,1134,1319,","Lute (3394), Dulcian (3806)"
13390,Image_4786.jpg,"914,989,1134,1319,",Dulcian (3806)
13391,Image_4786.jpg,"914,989,1134,1319,",Harp (3285)
13392,Image_4786.jpg,"914,989,1134,1319,",Natural trumpet (4419)
13393,Image_4786.jpg,"914,989,1134,1319,",Natural horn (4126)
13394,Image_4786.jpg,"914,989,1134,1319,",Transverse flute (4093)
13395,Image_4786.jpg,"914,989,1134,1319,",Violoncello (3582)
13396,Image_4786.jpg,"914,989,1134,1319,",Shawm (4258)
13397,Image_4786.jpg,"914,989,1134,1319,",Chamber organ (5769)
13398,Image_4786.jpg,"855,1248,945,1367,","Lute (3394), Dulcian (3806)"
13399,Image_4786.jpg,"855,1248,945,1367,",Dulcian (3806)
13400,Image_4786.jpg,"855,1248,945,1367,",Harp (3285)
13401,Image_4786.jpg,"855,1248,945,1367,",Natural trumpet (4419)
13402,Image_4786.jpg,"855,1248,945,1367,",Natural horn (4126)
13403,Image_4786.jpg,"855,1248,945,1367,",Transverse flute (4093)
13404,Image_4786.jpg,"855,1248,945,1367,",Violoncello (3582)
13405,Image_4786.jpg,"855,1248,945,1367,",Shawm (4258)
13406,Image_4786.jpg,"855,1248,945,1367,",Chamber organ (5769)
13407,Image_4786.jpg,"569,1326,893,1762,","Lute (3394), Dulcian (3806)"
13408,Image_4786.jpg,"569,1326,893,1762,",Dulcian (3806)
13409,Image_4786.jpg,"569,1326,893,1762,",Harp (3285)
13410,Image_4786.jpg,"569,1326,893,1762,",Natural trumpet (4419)
13411,Image_4786.jpg,"569,1326,893,1762,",Natural horn (4126)
13412,Image_4786.jpg,"569,1326,893,1762,",Transverse flute (4093)
13413,Image_4786.jpg,"569,1326,893,1762,",Violoncello (3582)
13414,Image_4786.jpg,"569,1326,893,1762,",Shawm (4258)
13415,Image_4786.jpg,"569,1326,893,1762,",Chamber organ (5769)
13416,Image_3047.jpg,"1213,1718,1041,2151,",Natural horn (4126)
13417,Image_3047.jpg,"1213,1718,1041,2151,",End-blown trumpet (6556)
13418,Image_2379.jpg,"707,1532,1737,2864,",Chamber organ (5769)
13419,Image_2379.jpg,"707,1532,1737,2864,",Shawm (4258)
13420,Image_2379.jpg,"707,1532,1737,2864,",Transverse flute (4093)
13421,Image_2379.jpg,"707,1532,1737,2864,",Natural horn (4126)
13422,Image_2379.jpg,"707,1532,1737,2864,",Violoncello (3582)
13423,Image_2379.jpg,"3031,1603,3986,2164,",Chamber organ (5769)
13424,Image_2379.jpg,"3031,1603,3986,2164,",Shawm (4258)
13425,Image_2379.jpg,"3031,1603,3986,2164,",Transverse flute (4093)
13426,Image_2379.jpg,"3031,1603,3986,2164,",Natural horn (4126)
13427,Image_2379.jpg,"3031,1603,3986,2164,",Violoncello (3582)
13428,Image_2379.jpg,"3425,879,4120,1591,",Chamber organ (5769)
13429,Image_2379.jpg,"3425,879,4120,1591,",Shawm (4258)
13430,Image_2379.jpg,"3425,879,4120,1591,",Transverse flute (4093)
13431,Image_2379.jpg,"3425,879,4120,1591,",Natural horn (4126)
13432,Image_2379.jpg,"3425,879,4120,1591,",Violoncello (3582)
13433,Image_2379.jpg,"2135,1122,3174,1989,",Chamber organ (5769)
13434,Image_2379.jpg,"2135,1122,3174,1989,",Shawm (4258)
13435,Image_2379.jpg,"2135,1122,3174,1989,",Transverse flute (4093)
13436,Image_2379.jpg,"2135,1122,3174,1989,",Natural horn (4126)
13437,Image_2379.jpg,"2135,1122,3174,1989,",Violoncello (3582)
13438,Image_5716.jpg,"1610,2009,2515,2399,",Lute (3394)
13439,Image_5716.jpg,"1610,2009,2515,2399,",Triangle (3005)
13440,Image_5716.jpg,"2765,542,3086,1058,",Lute (3394)
13441,Image_5716.jpg,"2765,542,3086,1058,",Triangle (3005)
13442,Image_4247.jpg,"959,2105,1894,2526,",Aulos (4173)
13443,Image_4097.jpg,"103,720,338,989,",Portative organ (2267)
13444,Image_1223.jpg,"982,401,1536,708,",Hurdy-gurdy (3305)
13445,Image_1223.jpg,"982,401,1536,708,",Harp (3285)
13446,Image_1223.jpg,"70,104,456,933,",Hurdy-gurdy (3305)
13447,Image_1223.jpg,"70,104,456,933,",Harp (3285)
13448,Image_748.jpg,"135,617,497,796,",Lute (3394)
13449,Image_785.jpg,"965,1381,1575,2271,",Harp (3285)
13450,Image_3624.jpg,"804,1843,901,1922,",Fiddle (3142)
13451,Image_3624.jpg,"804,1843,901,1922,",Wind instruments (3730)
13452,Image_3624.jpg,"1800,2342,2039,2411,",Fiddle (3142)
13453,Image_3624.jpg,"1800,2342,2039,2411,",Wind instruments (3730)
13454,Image_3624.jpg,"2072,2190,2198,2290,",Fiddle (3142)
13455,Image_3624.jpg,"2072,2190,2198,2290,",Wind instruments (3730)
13456,Image_3093.jpg,"305,530,743,898,",Kit (3571)
13457,Image_3732.jpg,"3195,1095,3320,1232,",Rebec  (3202)
13458,Image_1297.jpg,"1141,1776,1927,3771,",Fiddle (3142)
13459,Image_4963.jpg,"1772,3319,1948,3691,",Wind instruments (3730)
13460,Image_4963.jpg,"1857,2912,1908,3103,",Wind instruments (3730)
13461,Image_1110.jpg,"703,762,1181,1086,",Kit (3571)
13462,Image_4591.jpg,"1661,841,2362,1862,",Fiddle (3142)
13463,Image_825.jpg,"276,734,629,1267,",Harp (3285)
13464,Image_3230.jpg,"934,1988,2540,2424,",Bassoon  (3795)
13465,Image_3230.jpg,"934,1988,2540,2424,",End-blown trumpet (6556)
13466,Image_5726.jpg,"798,230,1408,1029,",Harp (3285)
13467,Image_684.jpg,"729,198,2731,1609,",Violin (3573)
13468,Image_1813.jpg,"1114,852,1263,944,",Fiddle (3142)
13469,Image_1813.jpg,"1114,852,1263,944,",Portative organ (2267)
13470,Image_1813.jpg,"1114,852,1263,944,",Psaltery (3677)
13471,Image_1813.jpg,"1114,852,1263,944,",Nakers (2893)
13472,Image_1813.jpg,"1114,852,1263,944,",Harp (3285)
13473,Image_1813.jpg,"1114,852,1263,944,",Wind instruments (3730)
13474,Image_1813.jpg,"1114,852,1263,944,",Shawm (4258)
13475,Image_1813.jpg,"1114,852,1263,944,",Double flute  (3930)
13476,Image_1813.jpg,"1114,852,1263,944,",Tambourine (2746)
13477,Image_1813.jpg,"1114,852,1263,944,",Lute (3394)
13478,Image_1813.jpg,"318,911,455,1268,",Fiddle (3142)
13479,Image_1813.jpg,"318,911,455,1268,",Portative organ (2267)
13480,Image_1813.jpg,"318,911,455,1268,",Psaltery (3677)
13481,Image_1813.jpg,"318,911,455,1268,",Nakers (2893)
13482,Image_1813.jpg,"318,911,455,1268,",Harp (3285)
13483,Image_1813.jpg,"318,911,455,1268,",Wind instruments (3730)
13484,Image_1813.jpg,"318,911,455,1268,",Shawm (4258)
13485,Image_1813.jpg,"318,911,455,1268,",Double flute  (3930)
13486,Image_1813.jpg,"318,911,455,1268,",Tambourine (2746)
13487,Image_1813.jpg,"318,911,455,1268,",Lute (3394)
13488,Image_1813.jpg,"88,961,194,1061,",Fiddle (3142)
13489,Image_1813.jpg,"88,961,194,1061,",Portative organ (2267)
13490,Image_1813.jpg,"88,961,194,1061,",Psaltery (3677)
13491,Image_1813.jpg,"88,961,194,1061,",Nakers (2893)
13492,Image_1813.jpg,"88,961,194,1061,",Harp (3285)
13493,Image_1813.jpg,"88,961,194,1061,",Wind instruments (3730)
13494,Image_1813.jpg,"88,961,194,1061,",Shawm (4258)
13495,Image_1813.jpg,"88,961,194,1061,",Double flute  (3930)
13496,Image_1813.jpg,"88,961,194,1061,",Tambourine (2746)
13497,Image_1813.jpg,"88,961,194,1061,",Lute (3394)
13498,Image_1813.jpg,"138,691,332,811,",Fiddle (3142)
13499,Image_1813.jpg,"138,691,332,811,",Portative organ (2267)
13500,Image_1813.jpg,"138,691,332,811,",Psaltery (3677)
13501,Image_1813.jpg,"138,691,332,811,",Nakers (2893)
13502,Image_1813.jpg,"138,691,332,811,",Harp (3285)
13503,Image_1813.jpg,"138,691,332,811,",Wind instruments (3730)
13504,Image_1813.jpg,"138,691,332,811,",Shawm (4258)
13505,Image_1813.jpg,"138,691,332,811,",Double flute  (3930)
13506,Image_1813.jpg,"138,691,332,811,",Tambourine (2746)
13507,Image_1813.jpg,"138,691,332,811,",Lute (3394)
13508,Image_1813.jpg,"391,698,583,884,",Fiddle (3142)
13509,Image_1813.jpg,"391,698,583,884,",Portative organ (2267)
13510,Image_1813.jpg,"391,698,583,884,",Psaltery (3677)
13511,Image_1813.jpg,"391,698,583,884,",Nakers (2893)
13512,Image_1813.jpg,"391,698,583,884,",Harp (3285)
13513,Image_1813.jpg,"391,698,583,884,",Wind instruments (3730)
13514,Image_1813.jpg,"391,698,583,884,",Shawm (4258)
13515,Image_1813.jpg,"391,698,583,884,",Double flute  (3930)
13516,Image_1813.jpg,"391,698,583,884,",Tambourine (2746)
13517,Image_1813.jpg,"391,698,583,884,",Lute (3394)
13518,Image_1813.jpg,"1050,882,1171,1174,",Fiddle (3142)
13519,Image_1813.jpg,"1050,882,1171,1174,",Portative organ (2267)
13520,Image_1813.jpg,"1050,882,1171,1174,",Psaltery (3677)
13521,Image_1813.jpg,"1050,882,1171,1174,",Nakers (2893)
13522,Image_1813.jpg,"1050,882,1171,1174,",Harp (3285)
13523,Image_1813.jpg,"1050,882,1171,1174,",Wind instruments (3730)
13524,Image_1813.jpg,"1050,882,1171,1174,",Shawm (4258)
13525,Image_1813.jpg,"1050,882,1171,1174,",Double flute  (3930)
13526,Image_1813.jpg,"1050,882,1171,1174,",Tambourine (2746)
13527,Image_1813.jpg,"1050,882,1171,1174,",Lute (3394)
13528,Image_1813.jpg,"1199,1478,1354,1610,",Fiddle (3142)
13529,Image_1813.jpg,"1199,1478,1354,1610,",Portative organ (2267)
13530,Image_1813.jpg,"1199,1478,1354,1610,",Psaltery (3677)
13531,Image_1813.jpg,"1199,1478,1354,1610,",Nakers (2893)
13532,Image_1813.jpg,"1199,1478,1354,1610,",Harp (3285)
13533,Image_1813.jpg,"1199,1478,1354,1610,",Wind instruments (3730)
13534,Image_1813.jpg,"1199,1478,1354,1610,",Shawm (4258)
13535,Image_1813.jpg,"1199,1478,1354,1610,",Double flute  (3930)
13536,Image_1813.jpg,"1199,1478,1354,1610,",Tambourine (2746)
13537,Image_1813.jpg,"1199,1478,1354,1610,",Lute (3394)
13538,Image_1813.jpg,"1040,1383,1105,1554,",Fiddle (3142)
13539,Image_1813.jpg,"1040,1383,1105,1554,",Portative organ (2267)
13540,Image_1813.jpg,"1040,1383,1105,1554,",Psaltery (3677)
13541,Image_1813.jpg,"1040,1383,1105,1554,",Nakers (2893)
13542,Image_1813.jpg,"1040,1383,1105,1554,",Harp (3285)
13543,Image_1813.jpg,"1040,1383,1105,1554,",Wind instruments (3730)
13544,Image_1813.jpg,"1040,1383,1105,1554,",Shawm (4258)
13545,Image_1813.jpg,"1040,1383,1105,1554,",Double flute  (3930)
13546,Image_1813.jpg,"1040,1383,1105,1554,",Tambourine (2746)
13547,Image_1813.jpg,"1040,1383,1105,1554,",Lute (3394)
13548,Image_1813.jpg,"374,1399,446,1524,",Fiddle (3142)
13549,Image_1813.jpg,"374,1399,446,1524,",Portative organ (2267)
13550,Image_1813.jpg,"374,1399,446,1524,",Psaltery (3677)
13551,Image_1813.jpg,"374,1399,446,1524,",Nakers (2893)
13552,Image_1813.jpg,"374,1399,446,1524,",Harp (3285)
13553,Image_1813.jpg,"374,1399,446,1524,",Wind instruments (3730)
13554,Image_1813.jpg,"374,1399,446,1524,",Shawm (4258)
13555,Image_1813.jpg,"374,1399,446,1524,",Double flute  (3930)
13556,Image_1813.jpg,"374,1399,446,1524,",Tambourine (2746)
13557,Image_1813.jpg,"374,1399,446,1524,",Lute (3394)
13558,Image_1813.jpg,"286,1404,378,1564,",Fiddle (3142)
13559,Image_1813.jpg,"286,1404,378,1564,",Portative organ (2267)
13560,Image_1813.jpg,"286,1404,378,1564,",Psaltery (3677)
13561,Image_1813.jpg,"286,1404,378,1564,",Nakers (2893)
13562,Image_1813.jpg,"286,1404,378,1564,",Harp (3285)
13563,Image_1813.jpg,"286,1404,378,1564,",Wind instruments (3730)
13564,Image_1813.jpg,"286,1404,378,1564,",Shawm (4258)
13565,Image_1813.jpg,"286,1404,378,1564,",Double flute  (3930)
